TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
510.7,Credit,Nashville,Online,27.0,Student,294.0,1.0,5828.48,1
331.98,Debit,Denver,ATM,74.0,Retired,12.0,1.0,7600.99,2
199.54,Debit,Portland,Online,56.0,Engineer,268.0,1.0,9603.73,2
212.97,Debit,Atlanta,Online,59.0,Engineer,178.0,1.0,4180.4,2
270.56,Debit,Philadelphia,Online,23.0,Student,139.0,1.0,1268.44,3
306.37,Debit,Colorado Springs,ATM,26.0,Engineer,120.0,1.0,9609.67,2
643.02,Credit,Detroit,ATM,38.0,Doctor,85.0,1.0,11989.39,1
98.48,Debit,Miami,Branch,47.0,Engineer,12.0,1.0,9538.92,2
889.01,Debit,Virginia Beach,Online,36.0,Engineer,169.0,1.0,4826.88,2
537.86,Debit,Kansas City,Online,27.0,Student,134.0,1.0,293.06,3
241.18,Debit,Mesa,ATM,25.0,Student,162.0,1.0,1445.53,3
130.54,Debit,Atlanta,ATM,64.0,Doctor,94.0,1.0,11204.62,2
800.29,Credit,San Diego,Branch,20.0,Student,84.0,1.0,693.4,3
8.81,Debit,Dallas,Online,57.0,Doctor,165.0,1.0,13523.65,2
28.52,Debit,Detroit,ATM,20.0,Student,163.0,1.0,662.51,3
431.31,Credit,Atlanta,Online,23.0,Student,99.0,1.0,342.73,3
885.33,Credit,Raleigh,ATM,47.0,Engineer,59.0,1.0,7764.16,1
199.23,Debit,Tucson,ATM,29.0,Engineer,54.0,1.0,9834.0,2
42.26,Debit,Raleigh,ATM,44.0,Doctor,171.0,1.0,268.77,2
166.06,Debit,Indianapolis,ATM,30.0,Engineer,172.0,1.0,5397.68,2
588.37,Debit,Dallas,Online,28.0,Student,284.0,1.0,1926.08,3
72.82,Debit,Houston,Online,68.0,Doctor,127.0,1.0,6911.62,2
162.36,Debit,Tucson,Online,36.0,Engineer,147.0,1.0,7527.04,2
584.82,Credit,Nashville,Online,43.0,Doctor,109.0,1.0,12071.1,1
38.15,Credit,Oklahoma City,Online,72.0,Retired,129.0,1.0,1425.47,1
639.57,Debit,Philadelphia,Branch,60.0,Doctor,43.0,1.0,11726.47,2
58.23,Debit,Phoenix,Online,28.0,Student,34.0,1.0,9189.76,3
776.21,Credit,Raleigh,Online,78.0,Retired,99.0,1.0,4895.87,1
188.61,Debit,Boston,Online,67.0,Retired,26.0,1.0,7167.57,2
675.37,Credit,Jacksonville,Online,56.0,Retired,31.0,1.0,4704.91,1
94.82,Credit,Columbus,Branch,67.0,Retired,56.0,1.0,1267.72,1
425.18,Credit,Fresno,Online,59.0,Engineer,135.0,1.0,5790.55,1
50.28,Debit,Oklahoma City,Branch,60.0,Engineer,65.0,1.0,5729.1,2
70.68,Debit,El Paso,Online,25.0,Student,105.0,1.0,1478.41,3
261.77,Debit,Chicago,Online,28.0,Student,46.0,1.0,824.71,3
183.22,Debit,Milwaukee,ATM,27.0,Student,63.0,1.0,1024.42,3
58.32,Credit,Louisville,Branch,29.0,Engineer,275.0,4.0,6027.49,0
156.86,Debit,Charlotte,ATM,51.0,Doctor,102.0,1.0,14453.35,2
120.67,Debit,Colorado Springs,ATM,42.0,Doctor,233.0,1.0,5374.54,2
308.62,Credit,Sacramento,Branch,59.0,Engineer,101.0,1.0,9148.08,1
506.81,Debit,Milwaukee,ATM,59.0,Engineer,41.0,1.0,2757.23,2
328.39,Debit,New York,ATM,41.0,Engineer,108.0,1.0,2523.83,2
796.3,Debit,Austin,Branch,67.0,Retired,64.0,1.0,1498.79,2
72.47,Debit,Boston,Online,29.0,Doctor,72.0,1.0,1305.56,2
279.6,Debit,Fort Worth,ATM,25.0,Student,131.0,1.0,1910.9,3
304.2,Debit,Indianapolis,Online,25.0,Student,102.0,1.0,423.64,3
351.38,Debit,New York,Branch,64.0,Retired,21.0,1.0,7606.63,2
86.07,Debit,Dallas,Branch,31.0,Doctor,23.0,1.0,842.56,2
604.5,Debit,Portland,ATM,28.0,Student,80.0,1.0,709.42,3
258.7,Debit,Charlotte,ATM,27.0,Student,123.0,1.0,1358.37,3
994.63,Debit,Austin,Online,61.0,Doctor,158.0,1.0,13538.14,2
11.46,Credit,Austin,Branch,75.0,Retired,64.0,1.0,7258.33,1
63.76,Debit,San Antonio,ATM,69.0,Retired,100.0,1.0,4980.26,2
446.83,Credit,Miami,Branch,55.0,Retired,143.0,1.0,1623.5,1
63.54,Debit,Dallas,ATM,26.0,Engineer,136.0,1.0,4401.78,2
81.11,Debit,Charlotte,Online,48.0,Engineer,110.0,1.0,2051.37,2
441.26,Credit,Tucson,Branch,58.0,Doctor,87.0,5.0,13704.92,0
170.96,Debit,Washington,Branch,64.0,Doctor,69.0,1.0,13374.89,2
48.51,Debit,Austin,Branch,22.0,Student,69.0,1.0,3363.23,3
325.03,Debit,Jacksonville,Branch,60.0,Doctor,106.0,1.0,13521.76,2
738.94,Debit,Philadelphia,Branch,41.0,Doctor,173.0,1.0,13856.18,2
180.36,Credit,Oklahoma City,Online,33.0,Engineer,55.0,1.0,9905.23,1
720.46,Debit,Tucson,Branch,54.0,Retired,44.0,1.0,3101.54,2
1116.57,Debit,Tucson,ATM,56.0,Retired,104.0,1.0,1393.14,2
291.46,Debit,Miami,ATM,57.0,Retired,135.0,1.0,7142.53,2
1192.95,Debit,Las Vegas,Branch,23.0,Student,73.0,1.0,325.15,3
98.24,Debit,Mesa,Online,28.0,Student,148.0,1.0,580.66,3
100.48,Credit,Milwaukee,Branch,18.0,Student,104.0,1.0,6149.81,3
45.9,Debit,Columbus,Branch,56.0,Engineer,264.0,1.0,5698.25,2
258.21,Debit,San Antonio,Online,39.0,Doctor,225.0,1.0,9562.41,2
1079.11,Debit,Las Vegas,Online,53.0,Engineer,211.0,1.0,2038.31,2
287.51,Debit,El Paso,Online,22.0,Student,255.0,1.0,187.65,3
501.3,Credit,San Antonio,Online,26.0,Engineer,146.0,1.0,8520.08,1
26.1,Debit,Mesa,ATM,27.0,Student,32.0,1.0,1435.72,3
436.77,Debit,Jacksonville,ATM,20.0,Student,176.0,1.0,825.69,3
1026.46,Debit,Philadelphia,Branch,53.0,Retired,165.0,1.0,3134.47,2
123.35,Credit,Baltimore,Online,31.0,Doctor,10.0,1.0,6852.16,1
139.52,Debit,Portland,Branch,23.0,Student,31.0,1.0,1570.22,3
122.85,Credit,Seattle,Online,47.0,Doctor,127.0,3.0,13185.39,0
2.51,Debit,Baltimore,Online,63.0,Retired,32.0,1.0,4891.56,2
22.62,Debit,Virginia Beach,ATM,64.0,Doctor,102.0,1.0,7682.0,2
126.83,Debit,Austin,Branch,57.0,Retired,39.0,1.0,6100.98,2
46.6,Debit,Detroit,Online,55.0,Doctor,68.0,1.0,1562.9,2
243.8,Debit,San Francisco,Branch,57.0,Doctor,48.0,1.0,13732.81,2
231.51,Credit,Oklahoma City,Branch,60.0,Retired,96.0,1.0,5790.7,1
762.74,Debit,Los Angeles,ATM,64.0,Doctor,244.0,1.0,207.1,2
34.03,Debit,Los Angeles,Branch,57.0,Engineer,38.0,1.0,3077.2,2
101.51,Credit,Tucson,Online,46.0,Engineer,199.0,1.0,3052.47,1
309.42,Debit,Fresno,Branch,27.0,Engineer,42.0,1.0,8564.46,2
257.6,Credit,Fort Worth,Online,59.0,Retired,293.0,1.0,7950.74,1
82.01,Credit,Sacramento,Branch,23.0,Student,156.0,1.0,287.46,3
476.99,Debit,San Diego,Online,23.0,Student,187.0,1.0,1154.48,3
333.39,Debit,Philadelphia,ATM,68.0,Doctor,35.0,1.0,10628.59,2
10.3,Debit,Fresno,ATM,47.0,Engineer,197.0,1.0,7801.32,2
737.46,Credit,Albuquerque,Branch,53.0,Doctor,75.0,4.0,634.16,0
98.95,Debit,Mesa,Branch,75.0,Retired,73.0,1.0,5670.82,2
1154.79,Debit,Columbus,ATM,51.0,Doctor,108.0,1.0,6180.3,2
215.13,Debit,Charlotte,Online,46.0,Engineer,114.0,1.0,3956.69,2
218.57,Credit,Memphis,Branch,62.0,Doctor,102.0,1.0,13869.86,1
341.88,Debit,Austin,ATM,43.0,Engineer,89.0,1.0,4159.52,2
50.43,Debit,San Jose,Branch,32.0,Doctor,51.0,1.0,9794.26,2
440.43,Debit,Colorado Springs,Branch,78.0,Retired,23.0,1.0,5123.24,2
1.98,Debit,Seattle,ATM,66.0,Doctor,170.0,1.0,11619.1,2
173.45,Debit,Philadelphia,ATM,31.0,Engineer,161.0,1.0,9077.62,2
438.76,Debit,San Antonio,Branch,22.0,Student,73.0,1.0,1824.19,3
519.62,Credit,Washington,Online,71.0,Retired,40.0,1.0,4159.33,1
738.68,Debit,Chicago,Online,50.0,Doctor,124.0,1.0,14352.33,2
151.14,Debit,Memphis,Online,64.0,Retired,38.0,1.0,2156.54,2
444.52,Debit,Louisville,Online,27.0,Engineer,17.0,1.0,5424.6,2
5.29,Debit,Indianapolis,Online,52.0,Doctor,276.0,1.0,11263.89,2
97.63,Credit,Milwaukee,Online,48.0,Doctor,127.0,1.0,12467.31,1
256.95,Debit,San Diego,Branch,26.0,Engineer,71.0,1.0,2531.24,2
734.86,Credit,Boston,Branch,48.0,Engineer,290.0,1.0,6242.03,1
1250.94,Debit,Columbus,ATM,36.0,Doctor,107.0,2.0,11565.97,2
84.28,Debit,Memphis,Branch,39.0,Doctor,142.0,1.0,13586.06,2
202.49,Credit,Virginia Beach,ATM,48.0,Engineer,69.0,1.0,7447.1,1
154.99,Debit,Mesa,Branch,25.0,Student,53.0,1.0,1419.31,3
481.53,Debit,Atlanta,Branch,58.0,Retired,277.0,1.0,6142.54,2
172.92,Debit,Miami,Online,20.0,Student,212.0,1.0,416.37,3
275.59,Credit,Philadelphia,Branch,53.0,Retired,238.0,1.0,6313.22,1
207.2,Debit,Columbus,Online,60.0,Engineer,133.0,1.0,8092.94,2
136.82,Debit,Chicago,Branch,31.0,Engineer,14.0,1.0,6229.13,2
624.0,Debit,Houston,Branch,26.0,Engineer,132.0,5.0,4976.18,0
10.15,Debit,Austin,ATM,59.0,Doctor,58.0,5.0,7155.04,0
26.3,Debit,Virginia Beach,ATM,32.0,Doctor,33.0,1.0,7473.73,2
319.5,Credit,Virginia Beach,Branch,29.0,Engineer,69.0,1.0,2366.3,1
182.42,Debit,Kansas City,Branch,51.0,Retired,137.0,1.0,3051.29,2
716.62,Debit,Atlanta,ATM,44.0,Doctor,241.0,1.0,6987.4,2
222.96,Credit,Fresno,ATM,65.0,Doctor,150.0,1.0,7370.41,1
79.77,Debit,San Francisco,ATM,68.0,Retired,167.0,1.0,5010.31,2
592.24,Debit,Tucson,ATM,52.0,Doctor,140.0,1.0,9817.05,2
200.19,Credit,San Antonio,Branch,52.0,Retired,108.0,1.0,4389.96,1
343.88,Debit,Nashville,Online,63.0,Retired,97.0,1.0,6486.18,2
162.1,Debit,Milwaukee,Branch,41.0,Engineer,151.0,1.0,8576.65,2
36.12,Debit,Houston,Online,22.0,Student,234.0,1.0,1593.03,3
354.91,Debit,Boston,ATM,74.0,Retired,191.0,1.0,3872.55,2
38.41,Debit,Denver,ATM,40.0,Doctor,117.0,1.0,9129.68,2
13.3,Debit,San Antonio,ATM,23.0,Student,63.0,1.0,213.0,3
189.65,Debit,Charlotte,ATM,21.0,Student,60.0,1.0,8457.09,3
255.32,Debit,Baltimore,ATM,80.0,Retired,27.0,1.0,6290.62,2
230.51,Credit,Memphis,Branch,51.0,Engineer,56.0,1.0,9522.37,1
237.74,Debit,Tucson,ATM,61.0,Doctor,152.0,1.0,11795.12,2
85.01,Credit,Portland,ATM,25.0,Student,157.0,1.0,1299.4,3
444.47,Debit,San Jose,Online,57.0,Retired,61.0,1.0,6062.94,2
55.98,Credit,Kansas City,Branch,24.0,Student,87.0,1.0,7047.04,3
54.91,Credit,Columbus,ATM,41.0,Engineer,275.0,1.0,7927.27,1
1047.69,Debit,Austin,Online,20.0,Student,139.0,1.0,1889.78,3
393.74,Debit,Charlotte,Online,26.0,Student,90.0,1.0,1769.06,3
515.57,Debit,Columbus,ATM,27.0,Engineer,56.0,1.0,9269.67,2
332.15,Debit,Dallas,ATM,59.0,Doctor,105.0,1.0,9749.46,2
177.94,Debit,Milwaukee,Online,19.0,Student,173.0,1.0,123.24,3
1431.54,Debit,Portland,Online,20.0,Student,84.0,1.0,1171.98,3
240.03,Debit,Atlanta,Online,33.0,Engineer,31.0,1.0,7807.73,2
474.77,Debit,Boston,Online,46.0,Engineer,284.0,1.0,8494.53,2
451.7,Debit,Chicago,Online,29.0,Engineer,103.0,1.0,8994.67,2
243.85,Debit,Omaha,Branch,39.0,Engineer,43.0,1.0,4576.78,2
435.08,Debit,San Francisco,Online,55.0,Engineer,78.0,1.0,2103.41,2
127.78,Debit,Miami,ATM,20.0,Student,170.0,1.0,1046.66,3
23.14,Credit,Mesa,Online,47.0,Doctor,93.0,1.0,10536.54,1
545.87,Debit,Miami,Branch,27.0,Engineer,41.0,1.0,4860.01,2
21.21,Debit,Nashville,Online,55.0,Engineer,37.0,1.0,9575.42,2
423.53,Credit,Kansas City,Branch,50.0,Doctor,81.0,1.0,5453.4,1
114.15,Debit,Atlanta,ATM,19.0,Student,52.0,1.0,1612.4,3
275.98,Credit,Washington,Online,72.0,Retired,67.0,1.0,6151.05,1
590.68,Debit,Washington,Branch,27.0,Student,23.0,1.0,852.2,3
152.42,Debit,San Jose,ATM,42.0,Doctor,176.0,1.0,9141.79,2
395.77,Credit,El Paso,Branch,43.0,Doctor,118.0,1.0,6425.99,1
615.16,Debit,Boston,Online,26.0,Student,140.0,1.0,214.61,3
207.82,Credit,Las Vegas,Online,19.0,Student,30.0,1.0,229.02,3
220.52,Debit,Seattle,ATM,57.0,Retired,152.0,1.0,1793.09,2
281.47,Debit,Philadelphia,ATM,34.0,Engineer,142.0,1.0,4437.48,2
57.91,Credit,Sacramento,Branch,58.0,Engineer,97.0,1.0,3641.06,1
30.48,Credit,Seattle,Branch,32.0,Doctor,78.0,1.0,11481.85,1
1152.58,Debit,Austin,Branch,65.0,Retired,180.0,1.0,7567.17,2
424.47,Debit,Oklahoma City,Online,22.0,Student,116.0,1.0,5491.55,3
228.4,Debit,Omaha,ATM,67.0,Doctor,116.0,1.0,9598.43,2
67.17,Debit,Seattle,Online,63.0,Doctor,48.0,1.0,14410.44,2
118.69,Debit,Omaha,Online,33.0,Doctor,296.0,1.0,749.34,2
221.33,Debit,Louisville,ATM,27.0,Student,276.0,1.0,1185.43,3
252.31,Credit,Seattle,ATM,26.0,Student,172.0,1.0,1584.6,3
433.53,Debit,Philadelphia,Branch,38.0,Doctor,231.0,1.0,6368.32,2
178.26,Debit,Oklahoma City,ATM,59.0,Retired,59.0,1.0,1137.13,2
237.0,Debit,Tucson,Online,49.0,Doctor,115.0,1.0,14021.4,2
1169.59,Debit,New York,Online,28.0,Student,114.0,1.0,5946.45,3
347.63,Credit,Chicago,Online,25.0,Student,272.0,1.0,1400.04,3
517.68,Debit,Omaha,ATM,31.0,Doctor,24.0,1.0,11305.81,2
36.25,Debit,Tucson,Branch,52.0,Doctor,76.0,1.0,193.06,2
46.53,Debit,San Francisco,ATM,42.0,Engineer,34.0,1.0,4468.12,2
207.47,Debit,Miami,ATM,53.0,Doctor,12.0,1.0,1688.9,2
199.7,Debit,Indianapolis,ATM,43.0,Engineer,285.0,1.0,7574.45,2
307.89,Credit,Nashville,Online,62.0,Retired,90.0,1.0,2637.55,1
403.63,Debit,Las Vegas,Branch,31.0,Engineer,167.0,3.0,3304.02,0
20.06,Debit,Memphis,ATM,27.0,Student,144.0,1.0,445.21,3
236.57,Debit,Sacramento,ATM,79.0,Retired,112.0,1.0,3488.77,2
0.32,Debit,Boston,ATM,39.0,Engineer,136.0,1.0,7158.58,2
14.28,Debit,Phoenix,ATM,23.0,Student,81.0,1.0,1597.51,3
232.35,Credit,Atlanta,Branch,33.0,Engineer,153.0,1.0,4186.25,1
317.53,Debit,Miami,Online,44.0,Engineer,104.0,1.0,6237.68,2
74.67,Debit,Indianapolis,ATM,43.0,Engineer,283.0,1.0,3449.35,2
65.01,Credit,Austin,Online,29.0,Doctor,67.0,1.0,10235.19,1
0.45,Debit,Kansas City,Branch,34.0,Engineer,172.0,1.0,8670.23,2
364.13,Debit,Fort Worth,ATM,63.0,Doctor,61.0,1.0,8198.0,2
15.81,Debit,Oklahoma City,Branch,69.0,Doctor,11.0,4.0,8384.85,0
222.66,Debit,Detroit,Online,39.0,Doctor,88.0,1.0,14466.38,2
638.24,Debit,Phoenix,Branch,48.0,Engineer,64.0,1.0,5695.78,2
241.21,Debit,Omaha,ATM,31.0,Engineer,108.0,1.0,1220.86,2
171.16,Debit,New York,Online,51.0,Retired,42.0,1.0,6126.5,2
37.65,Credit,San Jose,Online,27.0,Student,109.0,1.0,411.78,3
25.77,Debit,Memphis,Online,68.0,Retired,18.0,1.0,4331.54,2
789.8,Debit,Jacksonville,ATM,40.0,Doctor,94.0,1.0,13948.09,2
1454.52,Debit,Miami,ATM,27.0,Student,20.0,1.0,1189.03,3
806.97,Debit,Seattle,Online,25.0,Student,11.0,1.0,102.2,3
490.82,Debit,Kansas City,ATM,26.0,Engineer,114.0,1.0,8704.27,2
1021.38,Debit,Detroit,Branch,61.0,Doctor,125.0,1.0,6223.26,2
311.28,Debit,Atlanta,Branch,49.0,Doctor,198.0,1.0,135.96,2
85.03,Debit,San Diego,ATM,51.0,Retired,48.0,1.0,4597.57,2
307.75,Debit,Detroit,Branch,64.0,Doctor,63.0,1.0,1061.58,2
333.67,Debit,Fort Worth,Online,36.0,Engineer,68.0,1.0,9238.08,2
589.89,Debit,Jacksonville,Branch,56.0,Engineer,213.0,3.0,9404.63,0
372.08,Debit,Houston,Branch,66.0,Doctor,63.0,1.0,13330.74,2
502.9,Credit,Fresno,Online,26.0,Student,141.0,1.0,341.24,3
103.81,Debit,Oklahoma City,ATM,36.0,Doctor,34.0,1.0,7044.63,2
69.43,Debit,Las Vegas,ATM,30.0,Engineer,162.0,1.0,9281.85,2
110.4,Credit,San Diego,ATM,56.0,Doctor,62.0,1.0,8639.36,1
251.8,Debit,Mesa,ATM,62.0,Doctor,102.0,1.0,11796.66,2
334.07,Debit,New York,Branch,59.0,Engineer,200.0,1.0,7306.79,2
52.44,Debit,Raleigh,Online,27.0,Student,87.0,1.0,3157.75,3
1030.85,Debit,San Diego,ATM,25.0,Student,39.0,1.0,1941.8,3
141.37,Debit,Denver,Online,46.0,Engineer,77.0,1.0,1019.77,2
211.7,Credit,Chicago,Online,50.0,Doctor,205.0,1.0,12272.78,1
61.4,Debit,San Jose,Branch,41.0,Engineer,20.0,2.0,7892.87,2
308.23,Debit,Las Vegas,ATM,60.0,Retired,23.0,1.0,4150.63,2
111.41,Debit,Chicago,Branch,21.0,Student,181.0,1.0,1204.11,3
675.49,Debit,Charlotte,ATM,61.0,Retired,159.0,1.0,1893.0,2
294.61,Debit,Omaha,Branch,60.0,Retired,74.0,1.0,7375.59,2
106.43,Credit,Phoenix,ATM,52.0,Engineer,164.0,1.0,9403.12,1
381.52,Debit,Seattle,Online,36.0,Doctor,79.0,1.0,5798.92,2
1142.76,Credit,Houston,Online,25.0,Student,71.0,1.0,1498.93,3
5.66,Debit,Fresno,Branch,40.0,Engineer,33.0,1.0,5434.64,2
209.09,Debit,Virginia Beach,ATM,48.0,Doctor,203.0,1.0,9100.81,2
521.81,Debit,Virginia Beach,ATM,47.0,Engineer,34.0,1.0,4750.96,2
588.36,Debit,Charlotte,Online,33.0,Engineer,134.0,1.0,8434.99,2
146.67,Debit,Albuquerque,Online,20.0,Student,273.0,1.0,1569.75,3
176.52,Credit,San Diego,Online,73.0,Retired,94.0,5.0,7132.08,0
57.34,Debit,Atlanta,Online,27.0,Student,81.0,1.0,1100.64,3
294.77,Debit,Philadelphia,Online,77.0,Retired,101.0,1.0,2272.17,2
162.59,Debit,Indianapolis,Branch,64.0,Retired,19.0,1.0,7104.83,2
56.15,Debit,Nashville,Branch,31.0,Doctor,77.0,1.0,13265.92,2
524.55,Debit,El Paso,ATM,39.0,Doctor,175.0,1.0,8292.75,2
535.4,Debit,San Diego,Branch,23.0,Student,110.0,1.0,651.84,3
56.84,Debit,Raleigh,ATM,45.0,Engineer,185.0,1.0,7977.78,2
124.05,Credit,Albuquerque,Branch,61.0,Doctor,220.0,1.0,7009.54,1
802.89,Debit,Chicago,ATM,19.0,Student,175.0,1.0,1973.63,3
193.16,Debit,Charlotte,ATM,64.0,Retired,109.0,1.0,2304.56,2
541.52,Credit,Indianapolis,Branch,48.0,Engineer,161.0,1.0,6087.24,1
20.17,Debit,San Antonio,ATM,77.0,Retired,86.0,1.0,3869.37,2
35.98,Credit,Nashville,Branch,40.0,Doctor,133.0,1.0,11147.34,1
273.24,Debit,Fresno,Branch,51.0,Retired,173.0,1.0,2202.21,2
663.45,Debit,Albuquerque,ATM,67.0,Retired,147.0,1.0,5897.29,2
343.86,Debit,Charlotte,Branch,57.0,Engineer,70.0,1.0,3278.65,2
69.38,Debit,Detroit,Branch,69.0,Doctor,280.0,2.0,12072.11,2
75.43,Debit,Fresno,ATM,77.0,Retired,266.0,1.0,1441.86,2
86.79,Debit,Fort Worth,Branch,33.0,Doctor,166.0,1.0,8795.37,2
1105.88,Debit,Omaha,ATM,34.0,Engineer,36.0,1.0,2636.32,2
14.1,Debit,Louisville,Branch,45.0,Engineer,73.0,1.0,6949.21,2
63.33,Credit,Louisville,Branch,23.0,Student,124.0,1.0,792.33,3
606.27,Debit,Louisville,Branch,29.0,Doctor,42.0,1.0,9668.78,2
4.47,Debit,Baltimore,Branch,27.0,Student,132.0,1.0,1381.75,3
338.69,Debit,Virginia Beach,Branch,18.0,Student,169.0,1.0,1137.89,3
97.73,Debit,Sacramento,Branch,69.0,Doctor,156.0,1.0,7885.21,2
27.61,Credit,Fort Worth,ATM,54.0,Retired,26.0,1.0,3679.64,1
284.17,Debit,Memphis,ATM,51.0,Retired,189.0,1.0,3479.56,2
76.21,Debit,Los Angeles,Branch,22.0,Student,69.0,1.0,664.93,3
584.51,Debit,Denver,ATM,74.0,Retired,76.0,1.0,3254.56,2
432.18,Debit,Las Vegas,Branch,18.0,Student,162.0,1.0,678.83,3
134.55,Debit,San Jose,Online,59.0,Doctor,165.0,1.0,14852.42,2
61.66,Debit,Sacramento,ATM,26.0,Student,86.0,1.0,5705.4,3
12.35,Debit,Fresno,Branch,25.0,Student,22.0,1.0,1846.85,3
213.25,Debit,San Francisco,Branch,25.0,Student,63.0,1.0,677.79,3
34.93,Debit,Columbus,Branch,31.0,Engineer,72.0,1.0,2810.37,2
335.68,Debit,Tucson,Online,24.0,Student,142.0,1.0,1188.95,3
423.96,Debit,San Diego,ATM,43.0,Doctor,75.0,1.0,8374.38,2
361.38,Credit,Milwaukee,Online,72.0,Retired,71.0,3.0,4972.92,0
220.82,Debit,Louisville,Branch,42.0,Engineer,31.0,1.0,4298.13,2
406.12,Debit,Houston,ATM,42.0,Doctor,106.0,1.0,10501.53,2
427.83,Debit,Phoenix,ATM,47.0,Engineer,29.0,1.0,3293.06,2
21.9,Debit,Phoenix,ATM,28.0,Student,30.0,1.0,1052.27,3
393.68,Debit,San Diego,ATM,55.0,Doctor,141.0,1.0,10135.88,2
281.91,Debit,Denver,Branch,25.0,Student,269.0,1.0,225.53,3
239.85,Debit,Tucson,ATM,70.0,Retired,50.0,1.0,1477.63,2
237.84,Debit,Nashville,Branch,26.0,Student,16.0,1.0,8932.39,3
459.29,Credit,Kansas City,Online,64.0,Retired,109.0,1.0,1006.12,1
196.49,Debit,Oklahoma City,Branch,41.0,Engineer,65.0,1.0,7516.56,2
21.23,Debit,Virginia Beach,ATM,23.0,Student,103.0,4.0,319.18,0
95.23,Debit,Denver,Online,20.0,Student,60.0,3.0,966.88,0
344.87,Debit,Houston,Branch,58.0,Retired,25.0,1.0,7447.44,2
129.62,Credit,San Jose,ATM,23.0,Student,124.0,1.0,620.28,3
16.53,Debit,Houston,ATM,21.0,Student,220.0,1.0,707.95,3
277.02,Credit,Denver,ATM,46.0,Doctor,227.0,1.0,8586.38,1
13.02,Debit,Charlotte,Branch,51.0,Doctor,42.0,1.0,6076.45,2
199.02,Debit,Memphis,ATM,22.0,Student,185.0,1.0,793.63,3
684.5,Debit,Fort Worth,Branch,29.0,Doctor,76.0,1.0,6258.63,2
1173.74,Credit,Virginia Beach,Online,61.0,Doctor,61.0,1.0,10456.24,1
45.92,Debit,Nashville,ATM,26.0,Student,23.0,1.0,544.56,3
761.73,Debit,Columbus,ATM,19.0,Student,27.0,1.0,151.28,3
331.38,Debit,Miami,ATM,42.0,Engineer,122.0,1.0,844.55,2
602.8,Debit,Baltimore,Branch,60.0,Retired,173.0,1.0,7417.69,2
64.12,Credit,Indianapolis,Branch,57.0,Doctor,222.0,1.0,1029.09,1
94.64,Credit,New York,ATM,28.0,Student,144.0,1.0,586.76,3
155.56,Credit,Austin,Branch,19.0,Student,64.0,1.0,129.79,3
301.39,Credit,Denver,Online,47.0,Doctor,104.0,1.0,10548.58,1
136.31,Debit,Nashville,Online,74.0,Retired,65.0,1.0,4384.95,2
4.39,Debit,Philadelphia,ATM,26.0,Student,63.0,1.0,1429.61,3
429.25,Debit,Seattle,Online,29.0,Engineer,107.0,1.0,5019.68,2
138.54,Credit,Austin,Branch,60.0,Engineer,93.0,1.0,8274.77,1
33.03,Debit,Washington,Branch,21.0,Student,28.0,1.0,935.88,3
76.39,Debit,Sacramento,Online,30.0,Doctor,80.0,1.0,11584.32,2
25.32,Debit,Oklahoma City,ATM,19.0,Student,25.0,1.0,1642.34,3
330.91,Debit,Kansas City,ATM,36.0,Engineer,28.0,1.0,6481.35,2
153.55,Debit,Denver,Online,37.0,Doctor,16.0,1.0,5619.91,2
217.61,Debit,Omaha,Online,27.0,Student,120.0,1.0,1661.1,3
131.69,Credit,Denver,Branch,53.0,Engineer,59.0,1.0,2958.43,1
953.17,Debit,Raleigh,Online,60.0,Retired,84.0,1.0,3506.11,2
68.49,Debit,Nashville,Online,67.0,Retired,49.0,1.0,6683.31,2
1493.0,Debit,Colorado Springs,ATM,69.0,Retired,151.0,1.0,1619.16,2
470.62,Debit,Tucson,Branch,57.0,Doctor,127.0,1.0,12470.62,2
385.35,Debit,Miami,Branch,38.0,Doctor,269.0,1.0,5184.13,2
275.87,Debit,Seattle,ATM,25.0,Student,112.0,1.0,1697.58,3
90.94,Credit,Colorado Springs,ATM,63.0,Retired,56.0,1.0,3896.08,1
206.25,Debit,Baltimore,ATM,74.0,Retired,56.0,1.0,3651.07,2
116.76,Debit,Philadelphia,ATM,51.0,Engineer,212.0,1.0,4480.43,2
91.5,Debit,Omaha,ATM,47.0,Doctor,77.0,1.0,667.66,2
489.31,Debit,Louisville,Branch,43.0,Engineer,36.0,1.0,5595.22,2
1664.33,Debit,San Antonio,Branch,18.0,Student,65.0,1.0,1588.31,3
414.49,Credit,Phoenix,Online,58.0,Doctor,108.0,1.0,12709.58,1
28.38,Debit,Tucson,Branch,45.0,Doctor,260.0,1.0,8892.62,2
456.05,Debit,Detroit,Branch,68.0,Doctor,20.0,1.0,11729.51,2
54.84,Debit,Kansas City,Online,52.0,Retired,124.0,1.0,3495.51,2
29.92,Credit,Denver,Online,68.0,Doctor,63.0,1.0,7855.01,1
133.06,Debit,Las Vegas,Online,35.0,Engineer,143.0,1.0,8843.44,2
468.32,Debit,Fresno,Online,69.0,Retired,152.0,1.0,4710.04,2
245.62,Debit,San Antonio,Branch,23.0,Student,127.0,1.0,1879.82,3
981.9,Credit,Baltimore,Online,43.0,Doctor,112.0,1.0,9018.33,1
83.6,Debit,San Jose,ATM,47.0,Doctor,192.0,1.0,13899.24,2
